timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-07-26 05:37:40,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,3740000,3740000,N/A,N/A,7
2026-07-26 05:38:20,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,6250000,6250000,N/A,N/A,8
2026-07-26 05:39:03,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/6b20a7267c.webp?width=400,4770000,4770000,N/A,N/A,9
2026-07-26 05:39:47,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,6480000,6480000,N/A,N/A,18
2026-07-26 05:41:06,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/2c2978d1bb.webp?width=400,4090000,4090000,N/A,N/A,31
2026-07-26 05:43:03,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e23c595493.webp?width=400,3780000,3780000,N/A,N/A,5
2026-07-26 05:43:34,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/cce4690c7b.webp?width=400,3550000,3550000,N/A,N/A,13
2026-07-26 05:44:34,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/6d628ac3c3.webp?width=400,7770000,7770000,N/A,N/A,33
2026-07-26 05:46:39,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,3590000,3590000,N/A,N/A,12
2026-07-26 05:47:37,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,13300000,13300000,N/A,N/A,55
2026-07-26 05:51:05,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/478087521f.webp?width=400,93400000,93400000,N/A,N/A,38
2026-07-26 05:53:33,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,13300000,13300000,N/A,N/A,36
2026-07-26 05:55:59,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,13300000,13300000,N/A,N/A,89
2026-07-26 06:01:20,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,5610000,5610000,N/A,N/A,42
2026-07-26 06:04:02,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,10400000,10400000,N/A,N/A,63
2026-07-26 06:07:53,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/67e50df196.webp?width=400,5360000,5360000,N/A,N/A,15
2026-07-26 06:09:04,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,7340000,7340000,N/A,N/A,63
2026-07-26 06:12:52,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,1420000,1420000,N/A,N/A,37
2026-07-26 06:15:14,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,2029999,2029999,N/A,N/A,31
2026-07-26 06:17:12,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,4870000,4870000,N/A,N/A,18
2026-07-26 06:18:29,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/e517c23d96.webp?width=400,794000,794000,N/A,N/A,19
2026-07-26 06:19:53,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,5950000,5950000,N/A,N/A,59
2026-07-26 06:23:32,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,2230000,2230000,N/A,N/A,43
2026-07-26 06:26:23,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,4340000,4340000,N/A,N/A,29
2026-07-26 06:28:16,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,3570000,3570000,N/A,N/A,16
2026-07-26 06:29:32,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/d28f984be2.webp?width=400,6200000,6200000,N/A,N/A,36
2026-07-26 06:31:50,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,2220000,2220000,N/A,N/A,14
2026-07-26 06:32:53,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,9800000,9800000,N/A,N/A,36
2026-07-26 06:35:09,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,701000,701000,N/A,N/A,7
2026-07-26 06:35:49,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,5520000,5520000,N/A,N/A,40
