timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-07-10 06:10:05,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,3650000,3650000,N/A,N/A,7
2026-07-10 06:10:45,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,6220000,6220000,N/A,N/A,8
2026-07-10 06:11:28,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/776a14fabf.webp?width=400,3890000,3890000,N/A,N/A,9
2026-07-10 06:12:14,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,6400000,6400000,N/A,N/A,18
2026-07-10 06:13:34,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/2c2978d1bb.webp?width=400,3990000,3990000,N/A,N/A,31
2026-07-10 06:15:41,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e23c595493.webp?width=400,3630000,3630000,N/A,N/A,5
2026-07-10 06:16:13,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/cce4690c7b.webp?width=400,3420000,3420000,N/A,N/A,12
2026-07-10 06:17:12,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/6d628ac3c3.webp?width=400,7710000,7710000,N/A,N/A,33
2026-07-10 06:19:21,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,3530000,3530000,N/A,N/A,12
2026-07-10 06:20:22,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,12900000,12900000,N/A,N/A,55
2026-07-10 06:23:49,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/478087521f.webp?width=400,93100000,93100000,N/A,N/A,38
2026-07-10 06:26:28,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,13200000,13200000,N/A,N/A,36
2026-07-10 06:28:56,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,13100000,13100000,N/A,N/A,89
2026-07-10 06:34:24,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,5440000,5440000,N/A,N/A,42
2026-07-10 06:37:13,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,10200000,10200000,N/A,N/A,63
2026-07-10 06:41:06,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/67e50df196.webp?width=400,5290000,5290000,N/A,N/A,15
2026-07-10 06:42:20,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,7240000,7240000,N/A,N/A,63
2026-07-10 06:46:15,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,1400000,1400000,N/A,N/A,36
2026-07-10 06:48:38,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,2020000,2020000,N/A,N/A,31
2026-07-10 06:50:40,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,4750000,4750000,N/A,N/A,17
2026-07-10 06:51:54,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/e517c23d96.webp?width=400,791000,791000,N/A,N/A,19
2026-07-10 06:53:19,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,5920000,5920000,N/A,N/A,59
2026-07-10 06:57:03,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,2220000,2220000,N/A,N/A,43
2026-07-10 06:59:46,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,4170000,4170000,N/A,N/A,29
2026-07-10 07:01:41,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,3560000,3560000,N/A,N/A,16
2026-07-10 07:02:56,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/d28f984be2.webp?width=400,6180000,6180000,N/A,N/A,36
2026-07-10 07:05:14,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,2180000,2180000,N/A,N/A,14
2026-07-10 07:06:19,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,9690000,9690000,N/A,N/A,36
2026-07-10 07:08:38,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,699000,699000,N/A,N/A,7
2026-07-10 07:09:19,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,5470000,5470000,N/A,N/A,39
